price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,furnished,semi-furnished,unfurnished
30800,2160,3,1,2,0,0,1,0,0,0,0,1,0
30800,3090,2,1,1,1,1,1,0,0,0,0,0,1
30800,4500,2,1,2,1,0,0,1,0,1,0,1,0
30450,3800,2,1,1,1,0,0,0,0,0,0,0,1
30100,3090,3,1,2,0,0,0,0,0,0,0,1,0
30100,3240,3,1,2,1,0,0,0,0,2,0,1,0
30100,2835,2,1,1,1,0,0,0,0,0,0,1,0
30100,4600,2,1,1,1,0,0,0,0,0,1,0,0
30100,5076,3,1,1,0,0,0,0,0,0,0,0,1
30100,3750,3,1,2,1,0,0,0,0,0,0,0,1
30100,3630,4,1,2,1,0,0,0,0,3,0,1,0
30030,8050,2,1,1,1,0,0,0,0,0,0,0,1
29750,4352,4,1,2,0,0,0,0,0,1,0,0,1
29610,3000,2,1,2,1,0,0,0,0,0,0,1,0
29400,5850,3,1,2,1,0,1,0,0,1,0,0,1
29400,4960,2,1,1,1,0,0,0,0,0,0,0,1
29400,3600,3,1,2,0,0,0,0,0,1,0,0,1
29400,3660,4,1,2,0,0,0,0,0,0,0,0,1
29400,3480,3,1,2,0,0,0,0,0,1,0,1,0
29400,2700,2,1,1,0,0,0,0,0,0,1,0,0
29400,3150,3,1,2,0,0,0,0,0,0,0,0,1
29400,6615,3,1,2,1,0,0,0,0,0,0,1,0
28700,3040,2,1,1,0,0,0,0,0,0,0,0,1
28700,3630,2,1,1,1,0,0,0,0,0,0,0,1
28700,6000,2,1,1,1,0,0,0,0,0,0,1,0
28700,5400,4,1,2,1,0,0,0,0,0,0,0,1
28525,5200,4,1,3,1,0,0,0,0,0,0,0,1
28350,3300,3,1,2,0,0,0,0,0,1,0,1,0
28350,4350,3,1,2,0,0,0,1,0,1,0,0,1
28350,2640,2,1,1,0,0,0,0,0,1,1,0,0
28000,2650,3,1,2,1,0,1,0,0,1,0,0,1
28000,3960,3,1,1,1,0,0,0,0,0,1,0,0
27300,6800,2,1,1,1,0,0,0,0,0,0,0,1
27300,4000,3,1,2,1,0,0,0,0,1,0,0,1
26950,4000,2,1,1,1,0,0,0,0,0,0,0,1
26600,3934,2,1,1,1,0,0,0,0,0,0,0,1
26600,2000,2,1,2,1,0,0,0,0,0,0,1,0
26600,3630,3,3,2,0,1,0,0,0,0,0,0,1
26600,2800,3,1,1,1,0,0,0,0,0,0,0,1
26600,2430,3,1,1,0,0,0,0,0,0,0,0,1
26600,3480,2,1,1,1,0,0,0,0,1,0,1,0
26600,4000,3,1,1,1,0,0,0,0,0,0,1,0
26530,3185,2,1,1,1,0,0,0,1,0,0,0,1
26530,4000,3,1,2,1,0,0,0,1,0,0,0,1
26040,2910,2,1,1,0,0,0,0,0,0,0,0,1
25900,3600,2,1,1,1,0,0,0,0,0,0,0,1
25900,4400,2,1,1,1,0,0,0,0,0,0,0,1
25900,3600,2,2,2,1,0,1,0,0,1,1,0,0
25200,2880,3,1,1,0,0,0,0,0,0,0,0,1
25200,3180,3,1,1,0,0,0,0,0,0,0,0,1
25200,3000,2,1,2,1,0,0,0,0,0,1,0,0
24850,4400,3,1,2,1,0,0,0,0,0,0,0,1
24850,3000,3,1,2,0,0,0,0,0,0,0,1,0
24500,3210,3,1,2,1,0,1,0,0,0,0,0,1
24500,3240,2,1,1,0,1,0,0,0,1,0,0,1
24500,3000,2,1,1,1,0,0,0,0,1,0,0,1
24500,3500,2,1,1,1,1,0,0,0,0,0,0,1
24500,4840,2,1,2,1,0,0,0,0,0,0,0,1
24500,7700,2,1,1,1,0,0,0,0,0,0,0,1
24080,3635,2,1,1,0,0,0,0,0,0,0,0,1
23800,2475,3,1,2,1,0,0,0,0,0,1,0,0
23800,2787,4,2,2,1,0,0,0,0,0,1,0,0
23800,3264,2,1,1,1,0,0,0,0,0,0,0,1
23450,3640,2,1,1,1,0,0,0,0,0,0,0,1
23100,3180,2,1,1,1,0,0,0,0,0,0,0,1
22750,1836,2,1,1,0,0,1,0,0,0,0,1,0
22750,3970,1,1,1,0,0,0,0,0,0,0,0,1
22750,3970,3,1,2,1,0,1,0,0,0,0,0,1
22400,1950,3,1,1,0,0,0,1,0,0,0,0,1
22330,5300,3,1,1,0,0,0,0,1,0,0,0,1
21350,3000,2,1,1,0,0,0,0,0,0,0,0,1
21000,2400,3,1,2,1,0,0,0,0,0,0,0,1
21000,3000,4,1,2,1,0,0,0,0,0,0,0,1
21000,3360,2,1,1,1,0,0,0,0,1,0,0,1
19600,3420,5,1,2,0,0,0,0,0,0,0,0,1
18900,1700,3,1,2,1,0,0,0,0,0,0,0,1
18900,3649,2,1,1,1,0,0,0,0,0,0,0,1
18550,2990,2,1,1,0,0,0,0,0,1,0,0,1
18200,3000,2,1,1,1,0,1,0,0,2,0,0,1
17671,2400,3,1,1,0,0,0,0,0,0,0,1,0
17500,3620,2,1,1,1,0,0,0,0,0,0,0,1
17500,2910,3,1,1,0,0,0,0,0,0,1,0,0
17500,3850,3,1,2,1,0,0,0,0,0,0,0,1
